date,product_id,product_name,quantity_sold
2022-04-30,PROD_010,Actifed Rhume,75
2022-05-01,PROD_001,Efferalgan 1000mg,65
2022-05-01,PROD_002,Doliprane 1000mg,103
2022-05-01,PROD_003,Spasfon Lyoc 80mg,102
2022-05-01,PROD_004,Smecta 3g,121
2022-05-01,PROD_005,Ibuprofene 400mg,119
2022-05-01,PROD_006,Paracetamol 500mg,97
2022-05-01,PROD_007,Aspirine 500mg,60
2022-05-01,PROD_008,Strepsils Miel Citron,83
2022-05-01,PROD_009,Humex Rhume,138
2022-05-01,PROD_010,Actifed Rhume,84
2022-05-02,PROD_001,Efferalgan 1000mg,77
2022-05-02,PROD_002,Doliprane 1000mg,153
2022-05-02,PROD_003,Spasfon Lyoc 80mg,125
2022-05-02,PROD_004,Smecta 3g,190
2022-05-02,PROD_005,Ibuprofene 400mg,174
2022-05-02,PROD_006,Paracetamol 500mg,178
2022-05-02,PROD_007,Aspirine 500mg,108
2022-05-02,PROD_008,Strepsils Miel Citron,102
2022-05-02,PROD_009,Humex Rhume,210
2022-05-02,PROD_010,Actifed Rhume,105
2022-05-03,PROD_001,Efferalgan 1000mg,91
2022-05-03,PROD_002,Doliprane 1000mg,149
2022-05-03,PROD_003,Spasfon Lyoc 80mg,139
2022-05-03,PROD_004,Smecta 3g,182
2022-05-03,PROD_005,Ibuprofene 400mg,208
2022-05-03,PROD_006,Paracetamol 500mg,179
2022-05-03,PROD_007,Aspirine 500mg,85
2022-05-03,PROD_008,Strepsils Miel Citron,142
2022-05-03,PROD_009,Humex Rhume,193
2022-05-03,PROD_010,Actifed Rhume,110
2022-05-04,PROD_001,Efferalgan 1000mg,84
2022-05-04,PROD_002,Doliprane 1000mg,130
2022-05-04,PROD_003,Spasfon Lyoc 80mg,126
2022-05-04,PROD_004,Smecta 3g,157
2022-05-04,PROD_005,Ibuprofene 400mg,178
2022-05-04,PROD_006,Paracetamol 500mg,152
2022-05-04,PROD_007,Aspirine 500mg,88
2022-05-04,PROD_008,Strepsils Miel Citron,99
2022-05-04,PROD_009,Humex Rhume,217
2022-05-04,PROD_010,Actifed Rhume,90
2022-05-05,PROD_001,Efferalgan 1000mg,74
2022-05-05,PROD_002,Doliprane 1000mg,154
2022-05-05,PROD_003,Spasfon Lyoc 80mg,120
2022-05-05,PROD_004,Smecta 3g,167
2022-05-05,PROD_005,Ibuprofene 400mg,217
2022-05-05,PROD_006,Paracetamol 500mg,149
2022-05-05,PROD_007,Aspirine 500mg,89
2022-05-05,PROD_008,Strepsils Miel Citron,132
2022-05-05,PROD_009,Humex Rhume,255
2022-05-05,PROD_010,Actifed Rhume,97
2022-05-06,PROD_001,Efferalgan 1000mg,81
2022-05-06,PROD_002,Doliprane 1000mg,115
2022-05-06,PROD_003,Spasfon Lyoc 80mg,109
2022-05-06,PROD_004,Smecta 3g,148
2022-05-06,PROD_005,Ibuprofene 400mg,219
2022-05-06,PROD_006,Paracetamol 500mg,139
2022-05-06,PROD_007,Aspirine 500mg,87
2022-05-06,PROD_008,Strepsils Miel Citron,120
2022-05-06,PROD_009,Humex Rhume,204
2022-05-06,PROD_010,Actifed Rhume,91
2022-05-07,PROD_001,Efferalgan 1000mg,68
2022-05-07,PROD_002,Doliprane 1000mg,91
2022-05-07,PROD_003,Spasfon Lyoc 80mg,77
2022-05-07,PROD_004,Smecta 3g,114
2022-05-07,PROD_005,Ibuprofene 400mg,127
2022-05-07,PROD_006,Paracetamol 500mg,97
2022-05-07,PROD_007,Aspirine 500mg,59
2022-05-07,PROD_008,Strepsils Miel Citron,93
2022-05-07,PROD_009,Humex Rhume,176
2022-05-07,PROD_010,Actifed Rhume,60
2022-05-08,PROD_001,Efferalgan 1000mg,70
2022-05-08,PROD_002,Doliprane 1000mg,107
2022-05-08,PROD_003,Spasfon Lyoc 80mg,110
2022-05-08,PROD_004,Smecta 3g,127
2022-05-08,PROD_005,Ibuprofene 400mg,124
2022-05-08,PROD_006,Paracetamol 500mg,116
2022-05-08,PROD_007,Aspirine 500mg,78
2022-05-08,PROD_008,Strepsils Miel Citron,90
2022-05-08,PROD_009,Humex Rhume,136
2022-05-08,PROD_010,Actifed Rhume,56
2022-05-09,PROD_001,Efferalgan 1000mg,84
2022-05-09,PROD_002,Doliprane 1000mg,140
2022-05-09,PROD_003,Spasfon Lyoc 80mg,156
2022-05-09,PROD_004,Smecta 3g,131
2022-05-09,PROD_005,Ibuprofene 400mg,190
2022-05-09,PROD_006,Paracetamol 500mg,186
2022-05-09,PROD_007,Aspirine 500mg,92
2022-05-09,PROD_008,Strepsils Miel Citron,122
2022-05-09,PROD_009,Humex Rhume,244
2022-05-09,PROD_010,Actifed Rhume,102
2022-05-10,PROD_001,Efferalgan 1000mg,81
2022-05-10,PROD_002,Doliprane 1000mg,109
2022-05-10,PROD_003,Spasfon Lyoc 80mg,115
2022-05-10,PROD_004,Smecta 3g,133
2022-05-10,PROD_005,Ibuprofene 400mg,161
2022-05-10,PROD_006,Paracetamol 500mg,199
2022-05-10,PROD_007,Aspirine 500mg,112
2022-05-10,PROD_008,Strepsils Miel Citron,141
2022-05-10,PROD_009,Humex Rhume,176
2022-05-10,PROD_010,Actifed Rhume,89
2022-05-11,PROD_001,Efferalgan 1000mg,81
2022-05-11,PROD_002,Doliprane 1000mg,130
2022-05-11,PROD_003,Spasfon Lyoc 80mg,145
2022-05-11,PROD_004,Smecta 3g,186
2022-05-11,PROD_005,Ibuprofene 400mg,232
2022-05-11,PROD_006,Paracetamol 500mg,161
2022-05-11,PROD_007,Aspirine 500mg,98
2022-05-11,PROD_008,Strepsils Miel Citron,129
2022-05-11,PROD_009,Humex Rhume,217
2022-05-11,PROD_010,Actifed Rhume,105
2022-05-12,PROD_001,Efferalgan 1000mg,75
2022-05-12,PROD_002,Doliprane 1000mg,137
2022-05-12,PROD_003,Spasfon Lyoc 80mg,110
2022-05-12,PROD_004,Smecta 3g,192
2022-05-12,PROD_005,Ibuprofene 400mg,191
2022-05-12,PROD_006,Paracetamol 500mg,196
2022-05-12,PROD_007,Aspirine 500mg,100
2022-05-12,PROD_008,Strepsils Miel Citron,125
2022-05-12,PROD_009,Humex Rhume,189
2022-05-12,PROD_010,Actifed Rhume,119
2022-05-13,PROD_001,Efferalgan 1000mg,80
2022-05-13,PROD_002,Doliprane 1000mg,117
2022-05-13,PROD_003,Spasfon Lyoc 80mg,121
2022-05-13,PROD_004,Smecta 3g,188
2022-05-13,PROD_005,Ibuprofene 400mg,206
2022-05-13,PROD_006,Paracetamol 500mg,160
2022-05-13,PROD_007,Aspirine 500mg,85
2022-05-13,PROD_008,Strepsils Miel Citron,126
2022-05-13,PROD_009,Humex Rhume,257
2022-05-13,PROD_010,Actifed Rhume,97
2022-05-14,PROD_001,Efferalgan 1000mg,60
2022-05-14,PROD_002,Doliprane 1000mg,112
2022-05-14,PROD_003,Spasfon Lyoc 80mg,104
2022-05-14,PROD_004,Smecta 3g,108
2022-05-14,PROD_005,Ibuprofene 400mg,128
2022-05-14,PROD_006,Paracetamol 500mg,122
2022-05-14,PROD_007,Aspirine 500mg,60
2022-05-14,PROD_008,Strepsils Miel Citron,97
2022-05-14,PROD_009,Humex Rhume,167
2022-05-14,PROD_010,Actifed Rhume,74
2022-05-15,PROD_001,Efferalgan 1000mg,65
2022-05-15,PROD_002,Doliprane 1000mg,102
2022-05-15,PROD_003,Spasfon Lyoc 80mg,83
2022-05-15,PROD_004,Smecta 3g,120
2022-05-15,PROD_005,Ibuprofene 400mg,155
2022-05-15,PROD_006,Paracetamol 500mg,102
2022-05-15,PROD_007,Aspirine 500mg,75
2022-05-15,PROD_008,Strepsils Miel Citron,88
2022-05-15,PROD_009,Humex Rhume,138
2022-05-15,PROD_010,Actifed Rhume,70
2022-05-16,PROD_001,Efferalgan 1000mg,97
2022-05-16,PROD_002,Doliprane 1000mg,152
2022-05-16,PROD_003,Spasfon Lyoc 80mg,126
2022-05-16,PROD_004,Smecta 3g,174
2022-05-16,PROD_005,Ibuprofene 400mg,188
2022-05-16,PROD_006,Paracetamol 500mg,192
2022-05-16,PROD_007,Aspirine 500mg,99
2022-05-16,PROD_008,Strepsils Miel Citron,127
2022-05-16,PROD_009,Humex Rhume,217
2022-05-16,PROD_010,Actifed Rhume,116
2022-05-17,PROD_001,Efferalgan 1000mg,95
2022-05-17,PROD_002,Doliprane 1000mg,142
2022-05-17,PROD_003,Spasfon Lyoc 80mg,133
2022-05-17,PROD_004,Smecta 3g,135
2022-05-17,PROD_005,Ibuprofene 400mg,205
2022-05-17,PROD_006,Paracetamol 500mg,181
2022-05-17,PROD_007,Aspirine 500mg,108
2022-05-17,PROD_008,Strepsils Miel Citron,140
2022-05-17,PROD_009,Humex Rhume,202
2022-05-17,PROD_010,Actifed Rhume,110
2022-05-18,PROD_001,Efferalgan 1000mg,90
2022-05-18,PROD_002,Doliprane 1000mg,126
2022-05-18,PROD_003,Spasfon Lyoc 80mg,136
2022-05-18,PROD_004,Smecta 3g,151
2022-05-18,PROD_005,Ibuprofene 400mg,163
2022-05-18,PROD_006,Paracetamol 500mg,154
2022-05-18,PROD_007,Aspirine 500mg,111
2022-05-18,PROD_008,Strepsils Miel Citron,101
2022-05-18,PROD_009,Humex Rhume,187
2022-05-18,PROD_010,Actifed Rhume,115
2022-05-19,PROD_001,Efferalgan 1000mg,85
2022-05-19,PROD_002,Doliprane 1000mg,147
2022-05-19,PROD_003,Spasfon Lyoc 80mg,156
2022-05-19,PROD_004,Smecta 3g,188
2022-05-19,PROD_005,Ibuprofene 400mg,230
2022-05-19,PROD_006,Paracetamol 500mg,166
2022-05-19,PROD_007,Aspirine 500mg,107
2022-05-19,PROD_008,Strepsils Miel Citron,144
2022-05-19,PROD_009,Humex Rhume,237
2022-05-19,PROD_010,Actifed Rhume,110
2022-05-20,PROD_001,Efferalgan 1000mg,79
2022-05-20,PROD_002,Doliprane 1000mg,126
2022-05-20,PROD_003,Spasfon Lyoc 80mg,123
2022-05-20,PROD_004,Smecta 3g,140
2022-05-20,PROD_005,Ibuprofene 400mg,159
2022-05-20,PROD_006,Paracetamol 500mg,200
2022-05-20,PROD_007,Aspirine 500mg,82
2022-05-20,PROD_008,Strepsils Miel Citron,145
2022-05-20,PROD_009,Humex Rhume,247
2022-05-20,PROD_010,Actifed Rhume,115
2022-05-21,PROD_001,Efferalgan 1000mg,72
2022-05-21,PROD_002,Doliprane 1000mg,105
2022-05-21,PROD_003,Spasfon Lyoc 80mg,103
2022-05-21,PROD_004,Smecta 3g,92
2022-05-21,PROD_005,Ibuprofene 400mg,111
2022-05-21,PROD_006,Paracetamol 500mg,102
2022-05-21,PROD_007,Aspirine 500mg,67
2022-05-21,PROD_008,Strepsils Miel Citron,99
2022-05-21,PROD_009,Humex Rhume,148
2022-05-21,PROD_010,Actifed Rhume,75
2022-05-22,PROD_001,Efferalgan 1000mg,57
2022-05-22,PROD_002,Doliprane 1000mg,93
2022-05-22,PROD_003,Spasfon Lyoc 80mg,85
2022-05-22,PROD_004,Smecta 3g,111
2022-05-22,PROD_005,Ibuprofene 400mg,146
2022-05-22,PROD_006,Paracetamol 500mg,120
2022-05-22,PROD_007,Aspirine 500mg,58
2022-05-22,PROD_008,Strepsils Miel Citron,72
2022-05-22,PROD_009,Humex Rhume,160
2022-05-22,PROD_010,Actifed Rhume,60
2022-05-23,PROD_001,Efferalgan 1000mg,76
2022-05-23,PROD_002,Doliprane 1000mg,133
2022-05-23,PROD_003,Spasfon Lyoc 80mg,142
2022-05-23,PROD_004,Smecta 3g,154
2022-05-23,PROD_005,Ibuprofene 400mg,191
2022-05-23,PROD_006,Paracetamol 500mg,147
2022-05-23,PROD_007,Aspirine 500mg,108
2022-05-23,PROD_008,Strepsils Miel Citron,141
2022-05-23,PROD_009,Humex Rhume,257
2022-05-23,PROD_010,Actifed Rhume,101
2022-05-24,PROD_001,Efferalgan 1000mg,96
2022-05-24,PROD_002,Doliprane 1000mg,124
2022-05-24,PROD_003,Spasfon Lyoc 80mg,111
2022-05-24,PROD_004,Smecta 3g,165
2022-05-24,PROD_005,Ibuprofene 400mg,167
2022-05-24,PROD_006,Paracetamol 500mg,160
2022-05-24,PROD_007,Aspirine 500mg,89
2022-05-24,PROD_008,Strepsils Miel Citron,118
2022-05-24,PROD_009,Humex Rhume,207
2022-05-24,PROD_010,Actifed Rhume,119
2022-05-25,PROD_001,Efferalgan 1000mg,71
2022-05-25,PROD_002,Doliprane 1000mg,130
2022-05-25,PROD_003,Spasfon Lyoc 80mg,150
2022-05-25,PROD_004,Smecta 3g,163
2022-05-25,PROD_005,Ibuprofene 400mg,184
2022-05-25,PROD_006,Paracetamol 500mg,199
2022-05-25,PROD_007,Aspirine 500mg,104
2022-05-25,PROD_008,Strepsils Miel Citron,120
2022-05-25,PROD_009,Humex Rhume,246
2022-05-25,PROD_010,Actifed Rhume,88
2022-05-26,PROD_001,Efferalgan 1000mg,106
2022-05-26,PROD_002,Doliprane 1000mg,130
2022-05-26,PROD_003,Spasfon Lyoc 80mg,141
2022-05-26,PROD_004,Smecta 3g,185
2022-05-26,PROD_005,Ibuprofene 400mg,198
2022-05-26,PROD_006,Paracetamol 500mg,199
2022-05-26,PROD_007,Aspirine 500mg,78
2022-05-26,PROD_008,Strepsils Miel Citron,109
2022-05-26,PROD_009,Humex Rhume,228
2022-05-26,PROD_010,Actifed Rhume,113
2022-05-27,PROD_001,Efferalgan 1000mg,78
2022-05-27,PROD_002,Doliprane 1000mg,121
2022-05-27,PROD_003,Spasfon Lyoc 80mg,150
2022-05-27,PROD_004,Smecta 3g,163
2022-05-27,PROD_005,Ibuprofene 400mg,189
2022-05-27,PROD_006,Paracetamol 500mg,148
2022-05-27,PROD_007,Aspirine 500mg,83
2022-05-27,PROD_008,Strepsils Miel Citron,101
2022-05-27,PROD_009,Humex Rhume,256
2022-05-27,PROD_010,Actifed Rhume,104
2022-05-28,PROD_001,Efferalgan 1000mg,56
2022-05-28,PROD_002,Doliprane 1000mg,96
2022-05-28,PROD_003,Spasfon Lyoc 80mg,109
2022-05-28,PROD_004,Smecta 3g,117
2022-05-28,PROD_005,Ibuprofene 400mg,144
2022-05-28,PROD_006,Paracetamol 500mg,127
2022-05-28,PROD_007,Aspirine 500mg,79
2022-05-28,PROD_008,Strepsils Miel Citron,70
2022-05-28,PROD_009,Humex Rhume,148
2022-05-28,PROD_010,Actifed Rhume,57
2022-05-29,PROD_001,Efferalgan 1000mg,58
2022-05-29,PROD_002,Doliprane 1000mg,108
2022-05-29,PROD_003,Spasfon Lyoc 80mg,101
2022-05-29,PROD_004,Smecta 3g,128
2022-05-29,PROD_005,Ibuprofene 400mg,111
2022-05-29,PROD_006,Paracetamol 500mg,134
2022-05-29,PROD_007,Aspirine 500mg,76
2022-05-29,PROD_008,Strepsils Miel Citron,94
2022-05-29,PROD_009,Humex Rhume,173
2022-05-29,PROD_010,Actifed Rhume,83
2022-05-30,PROD_001,Efferalgan 1000mg,78
2022-05-30,PROD_002,Doliprane 1000mg,124
2022-05-30,PROD_003,Spasfon Lyoc 80mg,129
2022-05-30,PROD_004,Smecta 3g,168
2022-05-30,PROD_005,Ibuprofene 400mg,197
2022-05-30,PROD_006,Paracetamol 500mg,165
2022-05-30,PROD_007,Aspirine 500mg,112
2022-05-30,PROD_008,Strepsils Miel Citron,108
2022-05-30,PROD_009,Humex Rhume,209
2022-05-30,PROD_010,Actifed Rhume,80
2022-05-31,PROD_001,Efferalgan 1000mg,98
2022-05-31,PROD_002,Doliprane 1000mg,124
2022-05-31,PROD_003,Spasfon Lyoc 80mg,127
2022-05-31,PROD_004,Smecta 3g,130
2022-05-31,PROD_005,Ibuprofene 400mg,220
2022-05-31,PROD_006,Paracetamol 500mg,167
2022-05-31,PROD_007,Aspirine 500mg,106
2022-05-31,PROD_008,Strepsils Miel Citron,101
2022-05-31,PROD_009,Humex Rhume,243
2022-05-31,PROD_010,Actifed Rhume,99
2022-06-01,PROD_001,Efferalgan 1000mg,65
2022-06-01,PROD_002,Doliprane 1000mg,147
2022-06-01,PROD_003,Spasfon Lyoc 80mg,127
2022-06-01,PROD_004,Smecta 3g,130
2022-06-01,PROD_005,Ibuprofene 400mg,167
2022-06-01,PROD_006,Paracetamol 500mg,137
2022-06-01,PROD_007,Aspirine 500mg,87
2022-06-01,PROD_008,Strepsils Miel Citron,114
2022-06-01,PROD_009,Humex Rhume,194
2022-06-01,PROD_010,Actifed Rhume,107
2022-06-02,PROD_001,Efferalgan 1000mg,84
2022-06-02,PROD_002,Doliprane 1000mg,122
2022-06-02,PROD_003,Spasfon Lyoc 80mg,106
2022-06-02,PROD_004,Smecta 3g,128
2022-06-02,PROD_005,Ibuprofene 400mg,197
2022-06-02,PROD_006,Paracetamol 500mg,184
2022-06-02,PROD_007,Aspirine 500mg,72
2022-06-02,PROD_008,Strepsils Miel Citron,131
2022-06-02,PROD_009,Humex Rhume,160
2022-06-02,PROD_010,Actifed Rhume,104
2022-06-03,PROD_001,Efferalgan 1000mg,81
2022-06-03,PROD_002,Doliprane 1000mg,131
2022-06-03,PROD_003,Spasfon Lyoc 80mg,123
2022-06-03,PROD_004,Smecta 3g,142
2022-06-03,PROD_005,Ibuprofene 400mg,190
2022-06-03,PROD_006,Paracetamol 500mg,132
2022-06-03,PROD_007,Aspirine 500mg,75
2022-06-03,PROD_008,Strepsils Miel Citron,131
2022-06-03,PROD_009,Humex Rhume,165
2022-06-03,PROD_010,Actifed Rhume,83
2022-06-04,PROD_001,Efferalgan 1000mg,47
2022-06-04,PROD_002,Doliprane 1000mg,103
2022-06-04,PROD_003,Spasfon Lyoc 80mg,91
2022-06-04,PROD_004,Smecta 3g,88
2022-06-04,PROD_005,Ibuprofene 400mg,106
2022-06-04,PROD_006,Paracetamol 500mg,129
2022-06-04,PROD_007,Aspirine 500mg,62
2022-06-04,PROD_008,Strepsils Miel Citron,92
2022-06-04,PROD_009,Humex Rhume,133
2022-06-04,PROD_010,Actifed Rhume,74
2022-06-05,PROD_001,Efferalgan 1000mg,45
2022-06-05,PROD_002,Doliprane 1000mg,84
2022-06-05,PROD_003,Spasfon Lyoc 80mg,77
2022-06-05,PROD_004,Smecta 3g,122
2022-06-05,PROD_005,Ibuprofene 400mg,107
2022-06-05,PROD_006,Paracetamol 500mg,103
2022-06-05,PROD_007,Aspirine 500mg,57
2022-06-05,PROD_008,Strepsils Miel Citron,78
2022-06-05,PROD_009,Humex Rhume,160
2022-06-05,PROD_010,Actifed Rhume,59
2022-06-06,PROD_001,Efferalgan 1000mg,74
2022-06-06,PROD_002,Doliprane 1000mg,107
2022-06-06,PROD_003,Spasfon Lyoc 80mg,108
2022-06-06,PROD_004,Smecta 3g,158
2022-06-06,PROD_005,Ibuprofene 400mg,177
2022-06-06,PROD_006,Paracetamol 500mg,142
2022-06-06,PROD_007,Aspirine 500mg,70
2022-06-06,PROD_008,Strepsils Miel Citron,98
2022-06-06,PROD_009,Humex Rhume,207
2022-06-06,PROD_010,Actifed Rhume,75
2022-06-07,PROD_001,Efferalgan 1000mg,70
2022-06-07,PROD_002,Doliprane 1000mg,141
2022-06-07,PROD_003,Spasfon Lyoc 80mg,102
2022-06-07,PROD_004,Smecta 3g,131
2022-06-07,PROD_005,Ibuprofene 400mg,172
2022-06-07,PROD_006,Paracetamol 500mg,128
2022-06-07,PROD_007,Aspirine 500mg,97
2022-06-07,PROD_008,Strepsils Miel Citron,130
2022-06-07,PROD_009,Humex Rhume,231
2022-06-07,PROD_010,Actifed Rhume,102
2022-06-08,PROD_001,Efferalgan 1000mg,84
2022-06-08,PROD_002,Doliprane 1000mg,133
2022-06-08,PROD_003,Spasfon Lyoc 80mg,101
2022-06-08,PROD_004,Smecta 3g,118
2022-06-08,PROD_005,Ibuprofene 400mg,171
2022-06-08,PROD_006,Paracetamol 500mg,155
2022-06-08,PROD_007,Aspirine 500mg,100
2022-06-08,PROD_008,Strepsils Miel Citron,92
2022-06-08,PROD_009,Humex Rhume,177
2022-06-08,PROD_010,Actifed Rhume,106
2022-06-09,PROD_001,Efferalgan 1000mg,93
2022-06-09,PROD_002,Doliprane 1000mg,140
2022-06-09,PROD_003,Spasfon Lyoc 80mg,130
2022-06-09,PROD_004,Smecta 3g,166
2022-06-09,PROD_005,Ibuprofene 400mg,199
2022-06-09,PROD_006,Paracetamol 500mg,125
2022-06-09,PROD_007,Aspirine 500mg,80
2022-06-09,PROD_008,Strepsils Miel Citron,130
2022-06-09,PROD_009,Humex Rhume,234
2022-06-09,PROD_010,Actifed Rhume,76
2022-06-10,PROD_001,Efferalgan 1000mg,93
2022-06-10,PROD_002,Doliprane 1000mg,119
2022-06-10,PROD_003,Spasfon Lyoc 80mg,114
2022-06-10,PROD_004,Smecta 3g,153
2022-06-10,PROD_005,Ibuprofene 400mg,152
2022-06-10,PROD_006,Paracetamol 500mg,179
2022-06-10,PROD_007,Aspirine 500mg,73
2022-06-10,PROD_008,Strepsils Miel Citron,121
2022-06-10,PROD_009,Humex Rhume,173
2022-06-10,PROD_010,Actifed Rhume,93
2022-06-11,PROD_001,Efferalgan 1000mg,50
2022-06-11,PROD_002,Doliprane 1000mg,73
2022-06-11,PROD_003,Spasfon Lyoc 80mg,88
2022-06-11,PROD_004,Smecta 3g,88
2022-06-11,PROD_005,Ibuprofene 400mg,126
2022-06-11,PROD_006,Paracetamol 500mg,89
2022-06-11,PROD_007,Aspirine 500mg,60
2022-06-11,PROD_008,Strepsils Miel Citron,82
2022-06-11,PROD_009,Humex Rhume,164
2022-06-11,PROD_010,Actifed Rhume,75
2022-06-12,PROD_001,Efferalgan 1000mg,56
2022-06-12,PROD_002,Doliprane 1000mg,101
2022-06-12,PROD_003,Spasfon Lyoc 80mg,68
2022-06-12,PROD_004,Smecta 3g,86
2022-06-12,PROD_005,Ibuprofene 400mg,139
2022-06-12,PROD_006,Paracetamol 500mg,126
2022-06-12,PROD_007,Aspirine 500mg,63
2022-06-12,PROD_008,Strepsils Miel Citron,92
2022-06-12,PROD_009,Humex Rhume,131
2022-06-12,PROD_010,Actifed Rhume,54
2022-06-13,PROD_001,Efferalgan 1000mg,85
2022-06-13,PROD_002,Doliprane 1000mg,116
2022-06-13,PROD_003,Spasfon Lyoc 80mg,137
2022-06-13,PROD_004,Smecta 3g,165
2022-06-13,PROD_005,Ibuprofene 400mg,173
2022-06-13,PROD_006,Paracetamol 500mg,147
2022-06-13,PROD_007,Aspirine 500mg,83
2022-06-13,PROD_008,Strepsils Miel Citron,123
2022-06-13,PROD_009,Humex Rhume,189
2022-06-13,PROD_010,Actifed Rhume,95
2022-06-14,PROD_001,Efferalgan 1000mg,69
2022-06-14,PROD_002,Doliprane 1000mg,133
2022-06-14,PROD_003,Spasfon Lyoc 80mg,136
2022-06-14,PROD_004,Smecta 3g,171
2022-06-14,PROD_005,Ibuprofene 400mg,177
2022-06-14,PROD_006,Paracetamol 500mg,149
2022-06-14,PROD_007,Aspirine 500mg,70
2022-06-14,PROD_008,Strepsils Miel Citron,105
2022-06-14,PROD_009,Humex Rhume,182
2022-06-14,PROD_010,Actifed Rhume,72
2022-06-15,PROD_001,Efferalgan 1000mg,88
2022-06-15,PROD_002,Doliprane 1000mg,106
2022-06-15,PROD_003,Spasfon Lyoc 80mg,131
2022-06-15,PROD_004,Smecta 3g,152
2022-06-15,PROD_005,Ibuprofene 400mg,199
2022-06-15,PROD_006,Paracetamol 500mg,138
2022-06-15,PROD_007,Aspirine 500mg,84
2022-06-15,PROD_008,Strepsils Miel Citron,94
2022-06-15,PROD_009,Humex Rhume,237
2022-06-15,PROD_010,Actifed Rhume,80
2022-06-16,PROD_001,Efferalgan 1000mg,92
2022-06-16,PROD_002,Doliprane 1000mg,146
2022-06-16,PROD_003,Spasfon Lyoc 80mg,128
2022-06-16,PROD_004,Smecta 3g,145
2022-06-16,PROD_005,Ibuprofene 400mg,157
2022-06-16,PROD_006,Paracetamol 500mg,127
2022-06-16,PROD_007,Aspirine 500mg,87
2022-06-16,PROD_008,Strepsils Miel Citron,114
2022-06-16,PROD_009,Humex Rhume,162
2022-06-16,PROD_010,Actifed Rhume,80
2022-06-17,PROD_001,Efferalgan 1000mg,64
2022-06-17,PROD_002,Doliprane 1000mg,120
2022-06-17,PROD_003,Spasfon Lyoc 80mg,133
2022-06-17,PROD_004,Smecta 3g,120
2022-06-17,PROD_005,Ibuprofene 400mg,160
2022-06-17,PROD_006,Paracetamol 500mg,131
2022-06-17,PROD_007,Aspirine 500mg,77
2022-06-17,PROD_008,Strepsils Miel Citron,134
2022-06-17,PROD_009,Humex Rhume,172
2022-06-17,PROD_010,Actifed Rhume,101
2022-06-18,PROD_001,Efferalgan 1000mg,65
2022-06-18,PROD_002,Doliprane 1000mg,84
2022-06-18,PROD_003,Spasfon Lyoc 80mg,70
2022-06-18,PROD_004,Smecta 3g,110
2022-06-18,PROD_005,Ibuprofene 400mg,118
2022-06-18,PROD_006,Paracetamol 500mg,102
2022-06-18,PROD_007,Aspirine 500mg,59
2022-06-18,PROD_008,Strepsils Miel Citron,81
2022-06-18,PROD_009,Humex Rhume,167
2022-06-18,PROD_010,Actifed Rhume,58
2022-06-19,PROD_001,Efferalgan 1000mg,57
2022-06-19,PROD_002,Doliprane 1000mg,101
2022-06-19,PROD_003,Spasfon Lyoc 80mg,90
2022-06-19,PROD_004,Smecta 3g,117
2022-06-19,PROD_005,Ibuprofene 400mg,142
2022-06-19,PROD_006,Paracetamol 500mg,92
2022-06-19,PROD_007,Aspirine 500mg,59
2022-06-19,PROD_008,Strepsils Miel Citron,70
2022-06-19,PROD_009,Humex Rhume,124
2022-06-19,PROD_010,Actifed Rhume,73
2022-06-20,PROD_001,Efferalgan 1000mg,90
2022-06-20,PROD_002,Doliprane 1000mg,103
2022-06-20,PROD_003,Spasfon Lyoc 80mg,103
2022-06-20,PROD_004,Smecta 3g,144
2022-06-20,PROD_005,Ibuprofene 400mg,162
2022-06-20,PROD_006,Paracetamol 500mg,162
2022-06-20,PROD_007,Aspirine 500mg,81
2022-06-20,PROD_008,Strepsils Miel Citron,135
2022-06-20,PROD_009,Humex Rhume,187
2022-06-20,PROD_010,Actifed Rhume,79
2022-06-21,PROD_001,Efferalgan 1000mg,92
2022-06-21,PROD_002,Doliprane 1000mg,104
2022-06-21,PROD_003,Spasfon Lyoc 80mg,97
2022-06-21,PROD_004,Smecta 3g,157
2022-06-21,PROD_005,Ibuprofene 400mg,178
2022-06-21,PROD_006,Paracetamol 500mg,138
2022-06-21,PROD_007,Aspirine 500mg,93
2022-06-21,PROD_008,Strepsils Miel Citron,114
2022-06-21,PROD_009,Humex Rhume,179
2022-06-21,PROD_010,Actifed Rhume,95
2022-06-22,PROD_001,Efferalgan 1000mg,75
2022-06-22,PROD_002,Doliprane 1000mg,144
2022-06-22,PROD_003,Spasfon Lyoc 80mg,106
2022-06-22,PROD_004,Smecta 3g,171
2022-06-22,PROD_005,Ibuprofene 400mg,214
2022-06-22,PROD_006,Paracetamol 500mg,136
2022-06-22,PROD_007,Aspirine 500mg,88
2022-06-22,PROD_008,Strepsils Miel Citron,109
2022-06-22,PROD_009,Humex Rhume,186
2022-06-22,PROD_010,Actifed Rhume,91
2022-06-23,PROD_001,Efferalgan 1000mg,83
2022-06-23,PROD_002,Doliprane 1000mg,124
2022-06-23,PROD_003,Spasfon Lyoc 80mg,99
2022-06-23,PROD_004,Smecta 3g,161
2022-06-23,PROD_005,Ibuprofene 400mg,200
2022-06-23,PROD_006,Paracetamol 500mg,182
2022-06-23,PROD_007,Aspirine 500mg,76
2022-06-23,PROD_008,Strepsils Miel Citron,132
2022-06-23,PROD_009,Humex Rhume,181
2022-06-23,PROD_010,Actifed Rhume,73
2022-06-24,PROD_001,Efferalgan 1000mg,71
